epoch,AUC,Precision,Recall,accuracy,loss,val_AUC,val_Precision,val_Recall,val_accuracy,val_loss
0,0.8155107498168945,0.8638001680374146,0.6507759094238281,0.7479546666145325,0.46777451038360596,0.7794345021247864,0.8263305425643921,0.6644144058227539,0.7580274939537048,0.5461399555206299
1,0.8631114959716797,0.8964694142341614,0.7495275139808655,0.8119942545890808,0.37275728583335876,0.7828522324562073,0.8062826991081238,0.6936936974525452,0.7591742873191833,0.5808389186859131
2,0.8778659105300903,0.9085673093795776,0.7726050615310669,0.8297821879386902,0.33925482630729675,0.761029839515686,0.750582754611969,0.7252252101898193,0.7373853325843811,0.6171184182167053
3,0.8863847851753235,0.9153549671173096,0.7832255363464355,0.8386761546134949,0.32037660479545593,0.75527024269104,0.7654321193695068,0.6981981992721558,0.7373853325843811,0.6433702111244202
4,0.8889181017875671,0.9202032089233398,0.7907050848007202,0.8450013995170593,0.3065209984779358,0.7546860575675964,0.751173734664917,0.7207207083702087,0.7362385392189026,0.6777123808860779
5,0.8937264084815979,0.9225780963897705,0.7989832162857056,0.8504654765129089,0.29566001892089844,0.7767928838729858,0.779904305934906,0.7342342138290405,0.7591742873191833,0.7076691389083862
6,0.8960849642753601,0.9272380471229553,0.8025499582290649,0.8547268509864807,0.286620557308197,0.7444720268249512,0.7670885920524597,0.6824324131011963,0.732798159122467,0.7312746047973633
7,0.8993150591850281,0.9283250570297241,0.8094705939292908,0.8588546514511108,0.2780614197254181,0.741611897945404,0.75,0.6824324131011963,0.7224770784378052,0.7682828307151794
8,0.9025588631629944,0.93111652135849,0.8124251365661621,0.8618390560150146,0.2698824107646942,0.7474005222320557,0.7742782235145569,0.6644144058227539,0.73050457239151,0.7667723298072815
9,0.9027301669120789,0.9337921738624573,0.8161516189575195,0.8651650547981262,0.2631980776786804,0.7496973872184753,0.7735369205474854,0.684684693813324,0.7373853325843811,0.7621667981147766
